,name,platform,score,total_reviews,main_story,main_extra,avg_playthrough,normalized_score,normalized_reviews,normalized_time,playability_score
336,Rising Hell,pc,0,0,1.82,4.73,3.2750000000000004,0.0,0.0,0.003716080131169119,0.07
167,Super Mario Bros. 2,NES,0,0,2.99,3.33,3.16,0.0,0.0,0.003585591821219669,0.07
10,Bubble Bobble,NES,0,0,2.78,2.98,2.88,0.0,0.0,0.00326788115351666,0.07
90,Mega Man 2,NES,0,0,2.88,2.93,2.9050000000000002,0.0,0.0,0.0032962481774187146,0.07
30,Dr. Mario,NES,0,0,2.49,3.1,2.795,0.0,0.0,0.0031714332722496755,0.06
62,Ice Climber,NES,0,0,2.25,3.28,2.7649999999999997,0.0,0.0,0.0031373928435672097,0.06
429,Demon Hunter 2: New Chapter,pc,0,0,2.6,2.66,2.63,0.0,0.0,0.0029842109144961166,0.06
233,DEFCON,pc,0,0,1.26,3.6,2.43,0.0,0.0,0.0027572747232796823,0.06
427,BAFL - Brakes Are For Losers,pc,0,0,0.55,4.25,2.4,0.0,0.0,0.0027232342945972166,0.05
176,Tecmo Bowl,NES,0,0,4.08,0.0,2.04,0.0,0.0,0.0023147491504076343,0.05
278,Spacebase DF-9,pc,0,0,4.0,0.0,2.0,0.0,0.0,0.002269361912164347,0.05
166,Super Mario Bros.,NES,0,0,1.81,2.2,2.005,0.0,0.0,0.002275035316944758,0.05
54,Gradius,NES,0,0,1.07,2.03,1.5499999999999998,0.0,0.0,0.001758755481927369,0.04
106,Pac-Man,NES,0,0,0.74,2.66,1.7000000000000002,0.0,0.0,0.0019289576253396954,0.04
29,Double Dragon II: The Revenge,NES,0,0,1.09,1.7,1.395,0.0,0.0,0.0015828799337346323,0.03
51,Galaga,NES,0,0,0.9,2.13,1.515,0.0,0.0,0.001719041648464493,0.03
255,Lugaru HD,pc,0,0,0.3,2.0,1.15,0.0,0.0,0.0013048830994944996,0.03
170,Super Mario Land,GB,0,0,1.09,1.34,1.215,0.0,0.0,0.0013786373616398412,0.03
374,KID A MNESIA EXHIBITION,pc,0,0,0.91,1.54,1.225,0.0,0.0,0.0013899841712006627,0.03
36,Excitebike,NES,0,0,0.84,1.68,1.26,0.0,0.0,0.0014296980046635387,0.03
464,Defend the Rook,pc,0,0,1.5,0.0,0.75,0.0,0.0,0.0008510107170616303,0.02
78,Kirby's Dream Land,GB,0,0,0.77,1.05,0.91,0.0,0.0,0.001032559670034778,0.02
7,Balloon Fight,NES,0,0,0.66,1.2,0.9299999999999999,0.0,0.0,0.0010552532891564214,0.02
79,Mario Bros.,NES,0,0,0.84,1.14,0.99,0.0,0.0,0.0011233341465213518,0.02
274,Samorost 2,pc,0,0,1.05,1.1,1.0750000000000002,0.0,0.0,0.001219782027788337,0.02
148,Spider-Man,playstation-4,0,0,1.5,0.0,0.75,0.0,0.0,0.0008510107170616303,0.02
103,Ninja Gaiden,NES,0,0,0.61,0.0,0.305,0.0,0.0,0.00034607769160506296,0.01
232,Dear Leader Prototype,pc,0,0,0.62,0.0,0.31,0.0,0.0,0.00035175109638547385,0.01
28,Donkey Kong Jr.,NES,0,0,0.26,0.39,0.325,0.0,0.0,0.00036877131072670646,0.01
65,International Superstar Soccer 2,gamecube,0,0,0.73,0.0,0.365,0.0,0.0,0.00041415854896999335,0.01
245,Half-Life 2: Lost Coast,pc,0,0,0.39,0.45,0.42000000000000004,0.0,0.0,0.00047656600155451296,0.01
161,Super Contra,NES,0,0,1.06,0.0,0.53,0.0,0.0,0.000601380906723552,0.01
506,Golazo! Soccer League,pc,0,0,1.16,0.0,0.58,0.0,0.0,0.0006581149545276607,0.01
279,Spacebase DF-9 Prototype,pc,0,0,1.18,0.0,0.59,0.0,0.0,0.0006694617640884825,0.01
261,Mnemonic Prototype,pc,0,0,0.41,0.0,0.205,0.0,0.0,0.0002326095959968456,0.0
37,F1 Race,GB,0,0,0.33,0.0,0.165,0.0,0.0,0.00018722235775355867,0.0
178,Tetris,GB,0,0,0.3,0.0,0.15,0.0,0.0,0.00017020214341232604,0.0
434,Wallace & Gromit: The Last Resort,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Pokemon Crystal,3ds,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,The Legend of Zelda Link's Awakening DX,GBC,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Spider-Man Miles Morales,playstation-4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Tales of Monkey Island Collectors Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Pokemon Yellow,GB,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Persona 4,playstation-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Pokemon Leaf Green Version,game-boy-advance,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Mario Kart Super Circut,game-boy-advance,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Pokemon Stadium,nintendo-64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Medal Of Honor Allied Assault War Chest,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pokemon Stadium,nintendo-64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Monster Hunter 3,3ds,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Paper Beast: Folded Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Persona 3,playstation-3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Mail Mole + Xpress Deliveries,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Plants vs. Zombies Game of the Year Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Shattered: Tale of the Forgotten King,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Pokemon Red,GB,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Persona 4,playstation-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,King of the Zoo,GB,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Disco Elysium – The Final Cut,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Injustice,wii-u,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,NintendoLand,wii-u,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Gone Viral,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Punch-Out!! Featuring Mr. Dream,NES,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Star Wars Shadows of the Empire,nintendo-64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,WRC 7 FIA World Rally Championship,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Tomb Raider GAME OF THE YEAR EDITION,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Start Wars The Force Unleashed,playstation-3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Resident Evil VII,playstation-4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Peggle,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,The Metronomicon: Slay The Dance Floor,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Start Wars The Force Unleashed II,playstation-3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Street Fighter IV 3D Edition,3ds,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Ratchet and Clank,playstation-4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Mario Kart Double Dash,gamecube,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Middle-earth: Shadow of War,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,X-Morph: Defense Complete Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,The Elder Scrolls V Skyrim Legendary Edition,playstation-3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Ghosts 'n Goblins,NES,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Magic Duels,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Alien Isolation,playstation-3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Speedball 2: Tournament,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Star Wars Episode I Racer,nintendo-64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Middle-earth: Shadow of Mordor Game of the Year Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Ultima 4: Quest of the Avatar,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Ultima Worlds of Adventure 2: Martian Dreams,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Road Trip,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,I Have No Mouth And I Must Scream,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Tales of Monkey Island: Chapter 5,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Tiny Tina's Assault on Dragon Keep: A Wonderla...,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Fallout Classic,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Ultima Underworld II,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Divinity Original Sin 2 – Definitive Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Colin McRae Dirt,playstation-3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Divinity Original Sin – Enhanced Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Paladins Epic Pack,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,The Witcher 2: Assassins of Kings Enhanced Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Among the Sleep - Enhanced Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Dungeon Keeper Gold,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Never Alone (Kisima Ingitchuna),pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Fifa Football 2005,gamecube,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,The Legend of Zelda Majora's Mask,wii-u,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Godfall Challenger Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Pathfinder: Kingmaker - Enhanced Plus Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Hood: Outlaws & Legends,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Geneforge 1 - Mutagen,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Pillars of Eternity - Definitive Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Little Pink Best Buds Prototype,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Kiln Prototype,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Wallace & Gromit: Muzzled!,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,The Legend of Zelda Ocarina of Time,gamecube,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Fifa Footbal,game-boy-advance,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Syndicate Plus,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,WWF King of the Ring,GB,0,0,0.29,0.0,0.145,0.0,0.0,0.00016452873863191517,0.0
316,Ultima Underworld I,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Fifa 11,wii,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,The Witcher 3 Wild Hunt Complete Collection,switch,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Fifa 11,playstation-3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Fifa 08,playstation-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,A Game Of Thrones: The Board Game Digital Edit...,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Whiskey & Zombies: Great Southern Zombie Escape,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Wallace & Gromit: The Bogey Man,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Dragon Quest XI S: Echoes of an Elusive Age Definitive Edition,switch,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Song of Horror Complete Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Jamestown,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Wallace & Gromit: Fright of the Bumblebees,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Dragon Quest VIII,3ds,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Dragon Quest VII,3ds,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,World Of Warcraft Burning Crusade,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Frostpunk game,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Tales of Monkey Island: Chapter 4,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Tales of Monkey Island: Chapter 3,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Tales of Monkey Island: Chapter 2,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Tales of Monkey Island: Chapter 1,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,The Witcher 3 Wild Hunt – Game of the Year Edition,pc,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
